806,28509958
805,28525929
804,28594918
803,28596514
802,28599212
801,28600247
800,28713373
799,28947560
798,28949588
797,29031031
796,29115900
795,29222108
794,29321492
793,29330334
792,29422717
791,29528227
790,29655335
789,29759194
788,29759237
787,29840568
786,29922903
785,30056602
783,30117775
782,30210422
781,30298530
780,30351392
779,30504502
778,30601032
777,30750437
776,30803693
775,30804252
774,30967143
772,30976062
771,31042108
770,31042123
769,31138767
768,31220888
767,31264441
766,31363654
765,31501571
763,31639750
761,31639984
760,31686313
759,31769967
758,31798597
757,31843297
756,32000183
755,32016589
753,32146046
752,32163952
751,32165831
750,32268782
749,32319757
748,32331465
747,32408789
746,32533748
745,32537916
744,32739931
743,32799996
742,32882009
741,32949123
740,33114123
739,33150896
738,33353446
736,33387230
735,33591994
734,33654011
733,33682732
732,33736574
731,33808221
730,33879672
728,33961090
727,34027376
726,34073414
725,34210380
724,34225628
723,34267663
720,34314923
719,34354565
718,34367623
717,34473191
716,34498852
715,34520330
714,34583605
713,34611881
712,34675799
711,34692710
710,34872877
709,34934280
708,34935563
707,34988476
706,35056319
705,35185260
704,35241782
703,35266745
702,35326519
701,35488515
700,35669573
699,35900999
698,35967237
697,36038651
696,36096077
695,36139313
694,36313610
693,36326316
692,36336134
691,36387872
689,36401875
688,36523234
687,36611443
686,36642764
685,36710860
684,36727627
683,36860548
682,36962656
681,36987926
680,37076924
679,37230377
678,37230572
677,37282459
676,37442631
675,37493916
673,37569006
672,37623230
671,37679939
670,37693639
669,37786523
667,37836451
665,37892837
664,37996642
663,38005937
662,38062805
661,38207638
660,38234808
659,38238159
658,38431993
657,38556458
656,38559207
655,38642623
654,38742748
653,38770319
652,38950375
651,39029208
650,39056000
649,39124635
648,39316718
647,39464978
646,39602176
645,39687707
644,39689857
643,39947777
642,40096605
641,40167294
640,40187808
638,40255995
637,40424550
636,40605148
634,40690099
633,40872942
632,40880534
631,41035620
630,41197210
629,41251729
628,41356965
627,41528314
626,41596552
625,41667993
624,41746350
623,41824938
622,41855051
621,41920016
620,42030420
619,42138253
618,42323001
617,42399663
616,42474479
615,42622640
614,42719147
613,42762426
612,42871965
611,43069225
609,43248245
608,43291050
607,43469728
606,43632343
605,43843986
604,43845212
602,43858071
601,43927795
600,43993998
599,44195312
597,44219612
596,44220516
595,44240709
594,44471650
593,44521873
592,44540199
591,44563594
589,44748167
588,44809921
586,44980814
585,45105834
584,45147782
583,45304664
582,45499437
581,45507123
580,45684973
579,45733030
578,45853152
577,45861706
576,45966020
575,46049480
574,46080438
573,46087874
572,46236446
571,46272763
570,46435700
569,46651636
568,46721945
567,46789903
565,46851166
564,47001514
563,47163755
562,47261209
561,47370026
560,47429850
559,47548598
558,47707777
556,47771855
554,47839143
553,47839215
552,47901422
551,47933382
550,47987512
549,48014557
548,48083268
547,48263175
546,48362057
545,48377318
544,48525068
543,48635106
542,48636927
541,48749673
540,48902981
539,48982497
538,49194289
536,49392619
535,49528720
534,49632386
533,49722446
532,49740235
531,49845111
530,49873471
529,49959580
528,50029035
527,50036561
526,50237221
525,50390249
524,50488388
523,50557707
522,50634978
521,50796728
520,50864507
519,50934866
518,51002281
517,51039202
516,51099417
515,51166083
514,51222700
513,51394751
512,51456680
511,51479507
510,51498962
509,51561487
508,51675930
507,51717522
506,51753635
505,51891431
504,52029288
503,52097719
502,52197907
501,52402440
500,52405862
499,52484113
498,52543365
497,52593954
496,52656224
495,52675040
494,52718626
493,52864250
492,53015482
491,53022537
490,53263466
489,53477641
488,53678689
487,53735538
486,53881143
485,53929828
483,53952236
482,53996042
481,54116955
480,54176551
479,54219007
478,54319486
477,54501651
476,54662750
475,54699488
474,54729780
473,54778829
472,54868561
471,54934819
470,54959279
469,54986317
468,55053310
467,55060192
466,55060282
465,55099890
464,55113240
463,55178851
462,55250831
461,55393342
460,55430379
459,55468316
458,55482329
457,55574477
456,55646080
455,55819672
454,55866540
453,55945793
452,56029836
451,56118066
450,56275636
449,56398660
448,56459977
447,56522943
446,56530808
445,56720482
444,56748351
443,56768161
442,56883994
441,57100084
440,57112213
439,57135378
437,57158041
436,57294435
435,57368610
433,57545207
432,57600703
431,57652159
430,57890653
429,57893884
427,57967367
426,58052040
425,58053555
424,58164512
423,58164571
422,58303264
421,58418558
420,58418587
419,58607031
418,58695487
417,58833212
416,58945064
415,59129009
414,59317970
413,59424996
412,59556037
411,59678790
410,59776820
409,59871082
408,60066948
407,60131175
406,60305804
405,60410100
403,60494023
402,60575643
401,60576004
400,60642109
399,60836742
398,60930614
397,61048084
396,61072538
395,61129405
394,61280696
392,61419125
391,61577108
390,61711643
389,61778260
388,61822543
387,61860087
386,61978614
384,62097918
383,62135965
382,62245339
381,62402784
380,62537459
379,62659419
377,62695018
376,62761527
375,62839075
371,62929156
370,63092648
369,63219410
368,63411174
367,63504852
366,63505866
365,63556287
364,63641932
363,63743186
362,63743474
361,63865997
360,64014342
359,64182184
358,64326204
357,64372505
356,64549819
355,64687547
354,64746849
353,64939549
352,64940060
351,65078965
350,65187462
349,65301341
348,65404206
346,65546029
345,65546567
344,65621308
343,65811666
342,65871778
341,65883500
339,65920573
338,66149902
337,66347064
336,66376681
335,66390532
334,66494451
333,66660803
332,66784142
331,66844494
330,66906771
329,66999745
328,67038039
327,67039041
326,67279375
325,67442331
324,67448633
323,67607728
322,67651320
320,67753985
319,67799159
318,67981552
317,68022301
316,68157464
315,68330230
314,68465641
313,68595163
311,68595397
310,68700169
309,68913335
308,68956438
307,69040113
306,69040781
305,69077316
304,69080118
303,69203281
302,69218884
301,69351716
300,69441245
299,69584655
297,69717593
295,69815567
294,69816878
292,69963715
290,70094064
289,70244215
288,70309230
287,70532598
286,70534913
285,70617550
284,70624891
283,70696577
282,70783930
281,71014131
280,71027249
279,71166997
278,71211123
277,71289347
276,71350148
275,71350350
274,71471336
273,71589549
272,71722538
271,71831844
270,71950930
263,72036560
262,72184833
261,72323617
260,72423527
259,72556537
256,72644796
255,72652088
254,72854423
253,72908030
252,72964479
250,73025464
249,73080757
248,73167123
246,73406071
243,73522117
238,73522133
237,73534951
236,73710987
235,73722307
232,73741084
231,73741375
230,73741463
229,73767815
228,73848609
227,73864949
226,73938842
225,74068096
224,74217697
223,74346150
222,74453979
221,74502098
220,74542796
217,74694707
215,74743920
213,74848212
212,74866170
211,74985914
210,75080683
208,75170347
207,75335778
206,75494782
205,75680348
204,75805290
203,75845363
202,75949696
201,75992801
199,75993072
198,76148084
197,76148265
196,76240199
195,76346676
194,76397387
193,76399593
192,76483599
191,76619480
189,76782167
188,76841423
187,76891688
185,77088026
184,77174319
183,77313343
182,77445246
181,77571920
180,77639944
179,77698547
177,77776512
176,77963642
175,78065156
174,78141636
173,78181640
172,78255580
171,78336321
169,78338881
168,78443035
167,78540886
166,78550848
165,78610495
164,78610551
163,78641973
162,78739437
161,78854697
160,79026664
159,79202715
158,79228379
157,79262011
155,79345527
154,79380772
153,79409037
152,79468754
151,79685681
149,79848881
148,79877414
147,80113431
139,80308150
138,80500913
137,80639745
136,80684415
135,80723803
134,80879716
133,81067979
132,81068331
131,81269320
130,81448199
129,81600278
128,81653641
126,81754730
125,81760185
124,81866775
123,81934584
122,82049323
121,82223769
120,82297407
119,82482640
117,82680450
115,82822216
114,82996357
113,83139154
112,83210916
111,83221529
110,83268939
109,83347442
107,83349587
106,83442846
104,83561423
102,83740633
101,83747749
100,83798282
98,83987942
97,84098917
96,84100908
95,84244068
93,84317331
90,84453718
89,84618490
88,84663185
86,84756496
85,84816597
84,84990697
80,85074775
79,85199305
78,85225142
77,85280819
76,85305850
75,85376484
74,85483346
73,85515333
72,85561968
71,85616206
70,85758881
69,85948962
68,86168931
66,86280658
65,86377418
64,86413712
63,86593797
62,86716565
61,86902373
60,87068016
59,87314880
58,87359336
57,87524217
55,87598211
54,87728291
53,87836921
52,87935129
49,87974634
48,87974938
47,88102755
46,88233721
45,88364150
44,88512187
43,88673931
39,88712352
38,88828254
36,89026923
35,89072773
34,89132831
33,89160169
32,89236574
30,89237545
29,89336782
28,89488203
27,89499733
25,89516501
24,89533848
23,89543055
22,89626936
18,89721218
15,89777277
14,89827874
13,89924502
12,90038471
11,90177800
10,90243998
9,90250404
8,90419688
6,90537204
5,90640523
4,90672108
3,90787322
1,90796915
0,90848642
